,Коэффициент соотношения заемных и собственных средств,Коэффициент долгосрочного привлечения заемных средств,Коэффициент маневренности собственных средств,Коэффициент обеспеченности собственными оборотными средствами
114143,0.0011,,0.6241,0.9982
114144,,,,
114145,,,,
114146,,,,
114147,,,,
114148,,,,
114149,,,,
114150,0.891,,1.0,0.5284
114151,-9.4429,,1.0,-0.1184
114152,,,,
114153,,,,
114154,,,,
114155,,,,
114156,,,,
114157,,,,
114158,,,,
114159,,,,
114160,,,,
114161,,,,
114162,,,,
114163,,,,
114164,,,,
114165,,,1.0,1.0
114166,0.704,,0.9506,0.5745
114167,,,,
114168,,,,
114169,0.006,,0.9986,0.994
114170,,,,
114171,0.5698,,1.0,0.637
114172,26.6,,1.0,0.0362
114173,0.4313,0.0007,0.9966,0.698
114174,,,,
114175,,,,
114176,,,,
114177,,,,
114178,,,,
114179,,,,
114180,0.8351,,0.9697,0.5373
114181,,,,
114182,,,,
114183,,,,
114184,6.1914,,1.0,0.1391
114185,0.0582,,1.0,0.945
114186,,,,
114187,0.3286,,1.0,0.7527
114188,4.3333,,1.0,0.1876
114189,,,,
114190,9.6509,,1.0,0.0939
114191,,,,
114192,,,,
114193,,,,
114194,,,,
114195,,,,
114196,,,,
114197,,,,
114198,,,,
114199,-1.1429,8.0,1.0,-7.0
114200,,,,
114201,1.6659,,1.0,0.3751
114202,,,,
114203,,,,
114204,40.1348,0.0463,0.079,0.002
114205,225.5,0.9891,1.0,0.0044
114206,,,,
114207,,,,
114208,14.4255,,1.0,0.0648
114209,,,,
114210,0.3551,0.1217,0.4108,0.5375
114211,,,,
114212,,,,
114213,,,,
114214,0.0017,,1.0,0.9983
114215,,,,
114216,,,,
114217,,,1.0,1.0
114218,10.2445,0.0542,0.8431,0.076
114219,,,,
114220,-18.6413,-0.371,1.24,-0.0713
114221,1.8448,,0.8646,0.3191
114222,,,,
114223,,,,
114224,,,,
114225,,,,
114226,5.1946,,0.9277,0.1515
114227,0.3626,,0.9897,0.7319
114228,,,,
114229,,,,
114230,,,,
114231,,,,
114232,,,,
114233,,,,
114234,-1.1702,,1.0,-5.8741
114235,,,,
114236,,,,
114237,,,1.0,1.0
114238,,,,
114239,,,,
114240,0.0536,,1.0,0.9491
114241,0.1166,,1.0,0.895
114242,-1.0385,105.0,1.0,-26.0
114243,,,,
114244,,,,
114245,,,,
114246,,,,
114247,,,,
114248,,,,
114249,,,1.0,
114250,0.0026,,0.7938,0.9968
114251,,,,
114252,,,,
114253,-15.9551,,1.0,-0.0669
114254,,,,
114255,,,,
114256,,,,
114257,93.5747,,1.0,0.0106
114258,,,,
114259,,,,
114260,-6.1942,-0.1977,1.0,-0.1925
114261,0.3273,,0.9815,0.7499
114262,,,,
114263,,,,
114264,,,,
114265,0.0339,,1.0,0.9666
114266,,,,
114267,,,1.0,1.0
114268,,,,
114269,,,,
114270,,,,
114271,,,,
114272,,,,
114273,,,,
114274,,,,
114275,0.0293,0.0285,1.0,0.9715
114276,,,,
114277,,,,
114278,,,,
114279,,,,
114280,,,,
114281,,,,
114282,0.0252,,1.0,0.9754
114283,,,,
114284,3.0387,0.0032,0.9613,0.2403
114285,,,,
114286,,,,
114287,0.4047,,0.9996,0.7118
114288,,,,
114289,,,,
114290,20.005,,1.0,0.0476
114291,2.9574,,1.0,0.2527
114292,-12.8491,,2.283,-0.2162
114293,0.517,,1.0,0.6592
114294,,,,
114295,194.4545,,-2.6818,-0.014
114296,,,,
114297,,,,
114298,,,,
114299,,,,
114300,-1.5398,955.0,1.0,-1.8524
114301,5.4737,,1.0,0.1545
114302,,,,
114303,,,,
114304,,,,
114305,,,,
114306,,,,
114307,,,,
114308,,,,
114309,0.5403,0.0937,0.9896,0.6469
114310,,,,
114311,,,,
114312,3.0308,,1.0,0.2481
114313,,,,
114314,,,,
114315,8.2372,,1.0,0.1083
114316,90.4268,,0.4841,0.0053
114317,,,,
114318,,,,
114319,,,,
114320,,,,
114321,,,,
114322,,,,
114323,,,,
114324,,,,
114325,2.6476,,1.0,0.2741
114326,,,,
114327,,,,
114328,,,,
114329,-5.7723,,4.4992,-3.5339
114330,-13.5644,,1.0,-0.0796
114331,-0.655,-0.0129,1.0,2.897
114332,,,,
114333,,,,
114334,,,,
114335,,,,
114336,5.7631,,0.9825,0.1456
114337,-4.9082,,1.0,-0.2559
114338,0.1391,,1.0,0.8779
114339,,,,
114340,,,,
114341,0.9453,,0.9745,0.5076
114342,,,,
114343,,,,
114344,,,,
114345,,,,
114346,,,1.0,1.0
114347,,,,
114348,,,,
114349,,,,
114350,0.0826,,1.0,0.9235
114351,,,,
114352,,,,
114353,,,,
114354,5.7849,0.5043,1.0,0.1474
114355,-2.0185,-0.0466,1.0,-0.9819
114356,,,,
114357,-3.1019,,1.0,-0.4758
114358,,,,
114359,,,,
114360,,,,
114361,1083.2,0.9971,-185.7333,-0.207
114362,,,,
114363,,,1.0,1.0
114364,,,,
114365,0.3396,,0.8837,0.7224
114366,,,,
114367,,,,
114368,,,,
114369,,,,
114370,,,,
114371,,,,
114372,,,,
114373,,,,
114374,,,,
114375,,,,
114376,,,,
114377,,,,
114378,,,1.0,1.0
114379,,,,
114380,,,,
114381,,,,
114382,,,,
114383,,,,
114384,,,,
114385,,,,
114386,,,,
114387,-3.5709,1.435,1.0,-0.389
114388,29.2667,,1.0,0.033
114389,,,,
114390,,,,
114391,,,,
114392,,,,
114393,,,,
114394,0.3894,,0.1974,0.3364
114395,,,,
114396,,,,
114397,,,,
114398,,,,
114399,-13.7895,,1.0,-0.0782
114400,-1.8999,,1.0,-1.1113
114401,,,,
114402,,,1.0,1.0
114403,,,,
114404,,,,
114405,,,,
114406,0.3372,,0.9655,0.7412
114407,,,,
114408,,,,
114409,,,,
114410,,,,
114411,,,,
114412,,,,
114413,,,,
114414,,,,
114415,,,,
114416,26.3188,,0.1094,0.0041
114417,-4.2257,,1.0,-0.31
114418,-1.6434,,1.3217,-4.1083
114419,,,,
114420,,,,
114421,,,,
114422,-27.7887,-0.0014,1.0549,-0.0395
114423,7.3448,,-4.7167,-1.7947
114424,,,,
114425,,,,
114426,,,,
114427,8.696,0.7758,-2.6819,-0.446
114428,,,,
114429,,,,
114430,,,1.0,1.0
114431,,,1.0,1.0
114432,,,,
114433,,,,
114434,-8.3914,-3.874,1.0,-0.1353
114435,,,,
114436,,,,
114437,,,,
114438,,,,
114439,,,,
114440,-1.5321,,1.0084,-1.9257
114441,1.2082,,1.0,0.4528
114442,0.1867,,1.0,0.8427
114443,,,,
114444,,,,
114445,,,,
114446,,,,
114447,,,,
114448,,,1.0,1.0
114449,,,,
114450,,,,
114451,-59.2243,-0.0288,2.2399,-0.0393
114452,,,,
114453,,,,
114454,,,,
114455,0.8256,,1.0,0.5478
114456,,,,
114457,181.0625,,-10.625,-0.0623
114458,1.8853,,0.972,0.3402
114459,,,,
114460,-1.5379,2.8592,1.0,-1.8592
114461,,,,
114462,,,,
114463,,,,
114464,,,,
114465,,,,
114466,,,,
114467,,,,
114468,-1.0191,-0.4254,1.0,-52.4094
114469,48.6467,0.703,0.7,0.0142
114470,,,,
114471,,,,
114472,,,,
114473,,,,
114474,,,,
114475,0.1486,0.001,0.5523,0.788
114476,,,,
114477,,,,
114478,,,,
114479,,,,
114480,,,,
114481,,,,
114482,,,,
114483,-1.3504,,1.0,-2.8538
114484,,,,
114485,0.0604,,1.0,0.9431
114486,0.0613,,1.0,0.9421
114487,,,,
114488,,,,
114489,,,,
114490,,,,
114491,,,,
114492,,,,
114493,,,,
114494,5.0127,0.7074,1.0,0.1663
114495,,,,
114496,26.8543,0.0691,0.9057,0.0326
114497,,,,
114498,,,,
114499,,,,
114500,,,,
114501,,,,
114502,,,,
114503,,,,
114504,,,,
114505,,,,
114506,,,,
114507,2140.1667,0.9811,1.0,0.0005
114508,,,,
114509,,,,
114510,,,,
114511,0.3438,,1.0,0.7442
114512,,,,
114513,1.3776,,0.9819,0.4161
114514,,,,
114515,,,,
114516,,,,
114517,,,,
114518,,,,
114519,,,,
114520,,,,
114521,,,,
114522,1.7375,,1.0,0.3653
114523,,,,
114524,,,,
114525,,,,
114526,,,,
114527,0.9463,0.0238,0.8371,0.4698
114528,,,,
114529,,,,
114530,,,,
114531,,,0.2107,1.0
114532,,,,
114533,,,,
114534,-1.0,,1.0,
114535,,,,
114536,,,,
114537,26.5984,,1.0,0.0362
114538,1.3143,0.3027,0.3068,0.1893
114539,1.3997,,0.9414,0.4021
114540,,,,
114541,,,,
114542,,,,
114543,,,,
114544,,,,
114545,,,,
114546,,,,
114547,,,,
114548,,,,
114549,,,,
114550,,,,
114551,,,,
114552,0.415,,0.9091,0.6866
114553,-1.1778,,1.0,-5.625
114554,,,,
114555,,,,
114556,,,,
114557,,,,
114558,,,,
114559,,,,
114560,11.2478,,1.0,0.0816
114561,10.7346,0.0012,0.1468,0.0135
114562,,,,
114563,,,,
114564,,,,
114565,,,1.0,1.0
114566,,,,
114567,,,,
114568,,,,
114569,,,,
114570,,,,
114571,,,,
114572,,,,
114573,,,,
114574,,,,
114575,,,,
114576,,,,
114577,,,,
114578,254.8571,,1.0,0.0039
114579,,,,
114580,,,,
114581,0.5405,,0.9535,0.6382
114582,,,,
114583,,,,
114584,,,,
114585,0.3125,,1.0,0.7615
114586,,,,
114587,,,,
114588,,,,
114589,,,,
114590,0.4617,,0.3328,0.4189
114591,0.0603,,1.0,0.9431
114592,,,,
114593,,,,
114594,,,,
114595,-1.8367,,1.0531,-1.3438
114596,,,,
114597,,,,
114598,,,,
114599,,,,
114600,,,,
114601,,,,
114602,,,,
114603,5.7972,,1.0,0.1473
114604,,,,
114605,,,,
114606,,,,
114607,,,,
114608,,,,
114609,,,,
114610,,,,
114611,,,,
114612,,,1.0,1.0
114613,,,,
114614,,,,
114615,,,,
114616,,,,
114617,,,,
114618,1.2196,,1.0,0.4505
114619,2.6481,,1.0,0.2741
114620,,,,
114621,,,,
114622,,,,
114623,,,,
114624,,,,
114625,,,,
114626,,,,
114627,,,,
114628,,,,
114629,,,,
114630,,,,
114631,,,,
114632,,,,
114633,,,,
114634,,,,
114635,,,,
114636,,,,
114637,,,,
114638,,,,
114639,,,,
114640,,,,
114641,-1.4547,-1.3592,1.1699,-4.1078
114642,,,,
114643,,,,
114644,,,,
114645,,,,
114646,2.6261,0.2735,1.0,0.2759
114647,,,,
114648,,,,
114649,-7.48,,1.9467,-0.3518
114650,,,,
114651,,,,
114652,0.0202,,1.0,0.9802
114653,1.6871,-0.0243,1.0,0.3721
114654,,,,
114655,,,,
114656,0.9429,,1.0,0.5147
114657,1.3254,,0.9757,0.424
114658,1.1228,,0.9869,0.4678
114659,,,,
114660,2.433,,0.3411,0.1229
114661,,,,
114662,54.2442,0.8871,-2.0339,-0.039
114663,18.9141,0.02,1.0,0.0502
114664,1.2682,0.1165,0.8286,0.3952
114665,0.04,,1.0,0.9615
114666,17.4401,0.8071,-14.3838,-4.7062
114667,,,,
114668,,,,
114669,-1.088,21.8333,1.0,-11.3636
114670,,,,
114671,,,,
114672,,,,
114673,-1.8806,-2.3842,1.0,-1.1355
114674,,,,
114675,0.4451,,1.0,0.692
114676,,,,
114677,,,,
114678,,,,
114679,,,,
114680,,,,
114681,,,,
114682,0.0503,0.0265,1.0,0.9521
114683,-1.0068,,1.0,-148.0
114684,,,,
114685,0.0376,,1.0,0.9637
114686,,,,
114687,0.1342,,1.0,0.8817
114688,2955.3125,,-2938.6875,-176.7632
114689,,,,
114690,,,,
114691,,,,
114692,,,,
114693,,,,
114694,,,1.0,1.0
114695,,,,
114696,,,,
114697,-11.6996,2.4599,1.0,-0.0935
114698,,,,
114699,,,,
114700,,,,
114701,35.662,0.6354,1.0,0.0273
114702,,,,
114703,,,,
114704,-1.0,,1.0,
114705,,,,
114706,,,,
114707,,,,
114708,,,,
114709,,,,
114710,,,,
114711,,,,
114712,,,,
114713,,,,
114714,4.975,,1.0,0.1674
114715,,,,
114716,,,,
114717,,,,
114718,,,,
114719,,,,
114720,,,,
114721,,,,
114722,,,,
114723,,,,
114724,,,,
114725,,,,
114726,,,,
114727,,,,
114728,,,,
114729,,,,
114730,,,,
114731,,,,
114732,-2.4212,,2.3404,-28.9548
114733,0.2338,,1.0,0.8105
114734,13.476,0.1288,1.0,0.0691
114735,,,,
114736,,,,
114737,,,,
114738,,,,
114739,,,,
114740,,,,
114741,0.841,,0.9867,0.5398
114742,1.807,,1.0,0.3563
114743,,,,
114744,,,,
114745,,,,
114746,-2.8963,,1.0,-0.5273
114747,,,,
114748,21.9661,0.2773,1.0,0.0435
114749,,,,
114750,,,,
114751,,,,
114752,,,,
114753,2.7239,,0.9717,0.2629
114754,,,,
114755,,,,
114756,,,,
114757,0.9522,,-0.486,-1.0422
114758,,,,
114759,,,,
114760,6.8621,,1.0,0.1278
114761,36.3494,,1.0,0.0268
114762,,,,
114763,,,,
114764,,,,
114765,,,,
114766,,,,
114767,0.0033,,0.6344,0.994
114768,0.0844,,1.0,0.9222
114769,0.0001,,0.9924,0.9999
114770,,,,
114771,,,,
114772,,,,
114773,,,,
114774,,,,
114775,,,,
114776,,,,
114777,,,1.0,1.0
114778,0.5439,,0.9817,0.6435
114779,79.2,,1.0,0.0125
114780,,,,
114781,19.1667,,-5.3333,-0.3855
114782,175.2199,,-4.2553,-0.0249
114783,,,,
114784,,,,
114785,,,,
114786,,,,
114787,,,,
114788,1.7244,,1.0,0.367
114789,,,,
114790,,,,
114791,,,,
114792,,,,
114793,,,,
114794,,,,
114795,,,,
114796,,,,
114797,,,1.0,1.0
114798,0.7529,,1.0,0.5704
114799,,,,
114800,,,,
114801,,,,
114802,0.563,,1.0,0.6398
114803,,,,
114804,0.0905,,1.0,0.917
114805,,,,
114806,,,,
114807,,,,
114808,,,,
114809,,,,
114810,,,,
114811,,,,
114812,,,,
114813,0.7468,,1.0,0.5725
114814,,,1.0,1.0
114815,,,,
114816,,,,
114817,,,,
114818,,,,
114819,,,,
114820,,,,
114821,,,,
114822,,,,
114823,7.0788,,1.0,0.1238
114824,,,,
114825,,,,
114826,-3.7934,1.409,3.2212,-5.6294
114827,77.75,0.8974,1.0,0.012
114828,,,,
114829,,,,
114830,,,,
114831,,,,
114832,,,,
114833,,,,
114834,,,,
114835,,,,
114836,,,,
114837,,,,
114838,,,,
114839,,,,
114840,0.0084,,1.0,0.9916
114841,,,,
114842,,,,
114843,1.1318,,1.0,0.4691
114844,,,,
114845,,,,
114846,0.0163,,1.0,0.9839
114847,2.3584,,1.0,0.2978
114848,,,,
114849,,,,
114850,,,,
114851,-1.3,,1.0,-3.3333
114852,,,,
114853,,,,
114854,,,,
114855,,,,
114856,,,,
114857,0.0962,,1.0,0.9123
114858,,,,
114859,,,,
114860,,,,
114861,,-0.0641,1.0,1.0
114862,,,,
114863,,,,
114864,,,,
114865,,,,
114866,,,,
114867,,,,
114868,0.1538,,0.8327,0.8441
114869,,,,
114870,-3.4988,0.3805,1.0,-0.4002
114871,,,,
114872,,,,
114873,-10.6151,,1.0,-0.104
114874,,,,
114875,,,1.0,1.0
114876,0.0872,,1.0,0.9198
114877,,,,
114878,,,,
114879,,,,
114880,0.4265,,0.9426,0.6885
114881,1.8387,,1.0,0.3503
114882,2.108,,0.9699,0.3151
114883,10.8493,0.8412,1.0,0.0844
114884,,,,
114885,,,,
114886,,,,
114887,,,,
114888,,,,
114889,,,,
114890,-1.8627,-0.1032,1.0,-1.1591
114891,,,,
114892,,,,
114893,,,,
114894,,,,
114895,,,,
114896,,,,
114897,0.4365,0.3038,1.0,0.6962
114898,93.4532,0.9637,-25.9917,-0.3853
114899,0.8493,0.4407,0.9659,0.5321
114900,,,1.0,1.0
114901,,,,
114902,,,,
114903,,,,
114904,,,,
114905,,,,
114906,,,,
114907,,,,
114908,,,,
114909,,,,
114910,,,,
114911,1.1517,,1.0,0.4648
114912,,,,
114913,,,0.6154,1.0
114914,,,,
114915,,,,
114916,,,,
114917,,,,
114918,,,,
114919,,,,
114920,-1.0756,-0.6863,1.0,-13.2308
114921,,,,
114922,,,,
114923,,,,
114924,,,,
114925,,,,
114926,,,,
114927,-2.1155,-0.003,1.4905,-2.3847
114928,,,,
114929,,,,
114930,,,,
114931,13.1608,,1.0,0.0706
114932,,,,
114933,,,,
114934,0.377,,1.0,0.7262
114935,,,,
114936,,,,
114937,,,,
114938,,,,
114939,,,,
114940,,,,
114941,,,,
114942,,,,
114943,,,,
114944,,,,
114945,7.8242,,1.0,0.1133
114946,,,,
114947,1.7869,,1.0,0.3588
114948,,,,
114949,132.4,,-3.48,-0.027
114950,,,,
114951,,,,
114952,,,,
114953,,,,
114954,,,,
114955,,,,
114956,-2.1524,,1.0,-0.8678
114957,,,,
114958,,,,
114959,-1.4609,13.3208,1.0,-2.1767
114960,,,,
114961,8.2225,,-3.4538,-0.7242
114962,,,,
114963,,,,
114964,0.9335,0.4068,-0.0242,-0.0266
114965,,,,
114966,,,,
114967,,,,
114968,8.5064,,0.9489,0.1004
114969,200.1818,,-197.1364,-64.7313
114970,-17.3375,1.0671,7.7136,-0.8015
114971,,,,
114972,,,,
114973,,,,
114974,,,,
114975,,,,
114976,,,,
114977,0.2656,0.134,0.9915,0.7887
114978,9.4265,,1.0,0.0959
114979,,,,
114980,,,,
114981,,,,
114982,,,,
114983,,,,
114984,,,,
114985,,,,
114986,,,1.0,1.0
114987,33.3918,,1.0,0.0291
114988,,,,
114989,,,,
114990,,,,
114991,5.411,,0.5936,0.0989
114992,,,,
114993,,,,
114994,,,,
114995,,,,
114996,,,,
114997,,,,
114998,,,,
114999,24.4872,,1.0,0.0392
115000,,,,
115001,,,,
115002,,,,
115003,,,,
115004,,,,
115005,,,,
115006,,,,
115007,-2.2352,,1.1412,-1.0432
115008,,,,
115009,9.1207,,1.0,0.0988
115010,,,,
115011,0.3695,,0.9933,0.7289
115012,0.5014,,0.6404,0.5609
115013,,,,
115014,,,,
115015,,,,
115016,,,,
115017,,,,
115018,,,,
115019,-3.75,1.4444,1.0,-0.3636
115020,0.002,0.0012,0.1896,0.9895
115021,,,,
115022,,,,
115023,,,,
115024,8.4394,,1.0,0.1059
115025,3.2378,0.1775,0.999,0.2358
115026,,,,
115027,,,,
115028,29.0954,0.693,-1.6005,-0.0582
115029,,,,
115030,,,,
115031,,,,
115032,,,,
115033,0.2761,,1.0,0.7837
115034,,,,
115035,1.3936,,1.0,0.4178
115036,,,,
115037,,,,
115038,,,,
115039,-1.0797,,1.0031,-13.0988
115040,,,,
115041,,,,
115042,,,,
115043,,,,
115044,,,,
115045,,,,
115046,,,,
115047,,,,
115048,,,,
115049,,,,
115050,,,,
115051,,,,
115052,11.6935,,1.0,0.0788
115053,,,,
115054,,,,
115055,7.0244,,0.8956,0.1131
115056,-12.854,,1.0,-0.0844
115057,96.9091,0.9806,1.0,0.0102
115058,,,,
115059,,,1.0,1.0
115060,1.4269,,0.9791,0.4069
115061,15.4685,0.6895,0.2856,0.0181
115062,,,,
115063,-1.2343,,1.0,-4.2683
115064,,,,
115065,,,,
115066,,,,
115067,3.192,0.3072,1.0,0.2386
115068,,,,
115069,-1.4844,3.0645,1.0,-2.0645
115070,0.8369,,1.0,0.5444
115071,,,,
115072,0.241,,1.0,0.8058
115073,,,,
115074,,,,
115075,0.087,,0.7556,0.8967
115076,,,,
115077,,,,
115078,0.0101,,1.0,0.99
115079,,,,
115080,,,,
115081,,,,
115082,,,,
115083,,,,
115084,0.1088,0.0275,1.0,0.9018
115085,,,,
115086,,,,
115087,1.872,,1.0,0.3482
115088,,,,
115089,10.6818,,-10.6818,
115090,11.2616,0.0157,0.8777,0.0723
115091,,,,
115092,,,,
115093,,,,
115094,,,,
115095,,,,
115096,,,,
115097,30.9694,0.8286,0.9775,0.0306
115098,5.0596,,0.8958,0.1504
115099,,,,
115100,,,,
115101,,,,
115102,,,,
115103,,,,
115104,0.2,0.0152,0.9403,0.8246
115105,,,,
115106,0.0665,,0.963,0.9354
115107,12.5495,,-0.739,-0.0626
115108,,,,
115109,-1.4043,-0.0311,1.0,-2.4745
115110,,,,
115111,,,,
115112,,,,
115113,0.6371,,1.0,0.6108
115114,,,,
115115,,,,
115116,,,,
115117,,,1.0,1.0
115118,,,,
115119,-1.0561,-86.3333,1.0,-17.8213
115120,,,,
115121,,,,
115122,,,,
115123,,,,
115124,,,,
115125,,,,
115126,,,1.0,1.0
115127,,,,
115128,,,,
115129,0.4487,,1.0,0.6903
115130,,,,
115131,,,,
115132,,,,
115133,,,,
115134,,,,
115135,461.0,0.9732,-89.7843,-0.2419
115136,,,,
115137,,,,
115138,,,,
115139,,,,
115140,,,,
115141,,,,
115142,,,,
115143,,,,
115144,,,,
115145,,,,
115146,,,,
115147,0.7217,0.025,0.9842,0.577
115148,,,,
115149,,,,
115150,3.9644,,1.0,0.2016
115151,,,,
115152,,,,
115153,,,,
115154,,,,
115155,,,,
115156,,,,
115157,,,,
115158,,,,
115159,,,,
115160,6.2536,0.2275,-2.813,-0.8176
115161,,,,
115162,,,,
115163,,,,
115164,,,,
115165,,,,
115166,,,,
115167,-1.7143,4.5,1.0,-1.4
115168,0.0464,,0.9928,0.9553
115169,,,,
115170,,,,
115171,4.0185,,1.0,0.1993
115172,0.7739,0.2479,-0.0704,-0.1
115173,,,,
115174,-3.0483,-0.2609,1.0,-0.4882
115175,,,,
115176,,,,
115177,,,,
115178,,,,
115179,,,,
115180,,,,
115181,,,,
115182,0.8,,1.0,0.5556
115183,0.8617,,0.9511,0.524
115184,1.7037,,0.716,0.2955
115185,3.5764,,1.0,0.2185
115186,,,,
115187,,,,
115188,1.6748,,0.9918,0.3719
115189,,,,
115190,,,,
115191,,,,
115192,,,,
115193,9.0262,,1.0,0.0997
115194,0.1381,,1.0,0.8786
115195,,,,
115196,,,,
115197,0.8988,,1.0,0.5267
115198,,,,
115199,,,,
115200,,,,
115201,,,,
115202,36.8571,,1.0,0.0264
115203,,,,
115204,,,,
115205,,,,
115206,,,,
115207,,,,
115208,,,,
115209,,,,
115210,,,1.0,1.0
115211,,,,
115212,,,,
115213,,,,
115214,,,,
115215,,,,
115216,,,,
115217,,,,
115218,46.125,,1.0,0.0212
115219,,,,
115220,1.2096,,1.0,0.4526
115221,,,,
115222,,,,
115223,,,,
115224,0.2517,,1.0,0.7989
115225,,,,
115226,,,,
115227,,,,
115228,,,,
115229,0.0632,,1.0,0.9405
115230,,,,
115231,,,,
115232,,,,
115233,,,,
115234,,,,
115235,2.0812,0.398,0.2032,0.089
115236,,,,
115237,,,,
115238,,,,
115239,0.0577,,0.3686,0.8647
115240,,,,
115241,,,,
115242,,,,
115243,0.107,,1.0,0.9034
115244,,,,
115245,-199.3333,2.5,1.0,-0.005
115246,,,,
115247,0.5543,,1.0,0.6434
115248,,,,
115249,,,,
115250,,,,
115251,,,,
115252,0.1863,,1.0,0.8429
115253,,,,
115254,,,,
115255,,,,
115256,,,,
115257,,,,
115258,,,,
115259,,,,
115260,,,,
115261,,,,
115262,,,,
115263,,,,
115264,,,,
115265,,,,
115266,45.113,0.0753,1.0,0.0217
115267,,,,
115268,,,,
115269,,,,
115270,,,,
115271,0.3088,,1.0,0.7641
115272,,,,
115273,0.2336,,1.0,0.8106
115274,,,,
115275,,,,
115276,,,,
115277,,,,
115278,1.7508,,0.973,0.3572
115279,0.0159,,1.0,0.9844
115280,,,,
115281,,,,
115282,,,,
115283,,,,
115284,,,,
115285,,,,
115286,,,,
115287,,,,
115288,,,,
115289,,,,
115290,,,,
115291,,,,
115292,,,,
115293,,,,
115294,,,,
115295,,,,
115296,,,,
115297,,,,
115298,0.2741,,1.0,0.7849
115299,,,,
115300,,,,
115301,,,,
115302,,,,
115303,,,,
115304,,,,
115305,0.1042,,1.0,0.9057
115306,,,,
115307,1.0499,,-0.4088,-0.6377
115308,,,,
115309,,,,
115310,,,,
115311,0.136,0.0822,0.9149,0.8706
115312,,,,
115313,,,,
115314,4.0324,,0.2076,0.049
115315,,,,
115316,5.7225,,0.9821,0.1465
115317,,,,
115318,,,,
115319,,,,
115320,,,,
115321,,,,
115322,,,,
115323,,,,
115324,,,,
115325,1.0146,,1.0,0.4964
115326,,,,
115327,,,,
115328,,,,
115329,,,,
115330,0.1473,,1.0,0.8716
115331,,,,
115332,,,,
115333,-23.2384,-0.1727,1.0,-0.045
115334,,,,
115335,-1.9174,,1.0,-1.0901
115336,,,,
115337,,,,
115338,,,,
115339,,,,
115340,,,,
115341,,,,
115342,1.3614,,1.0,0.4235
115343,0.1429,0.0278,1.0,0.875
115344,6.5299,0.0273,1.0,0.1328
115345,,,,
115346,1.0551,0.1195,0.6362,0.3762
115347,3.3422,0.6756,-0.6553,-0.2439
115348,,,,
115349,,,,
115350,3.882,,1.0,0.2048
115351,0.0195,,1.0,0.9818
115352,0.0669,,0.8805,0.9294
115353,2.9365,,0.8624,0.227
115354,,,,
115355,,,,
115356,,,,
115357,,,,
115358,,,,
115359,,,,
115360,,,,
115361,-2.9504,-2.5513,1.0,-0.5127
115362,,,,
115363,9.5906,,1.0,0.0944
115364,,,,
115365,,,,
115366,,,,
115367,,,,
115368,,,,
115369,,,,
115370,,,,
115371,0.8242,0.0474,0.9712,0.541
115372,,,,
115373,-152.5667,,1.025,-0.0068
115374,0.3885,,0.9839,0.717
115375,11.037,,1.0,0.0831
115376,,,,
115377,11.3966,,1.0,0.0807
115378,,,,
115379,-4.0188,,1.0013,-0.3318
115380,,,,
115381,,,,
115382,66.8386,0.5612,-26.8742,-0.6725
115383,,,,
115384,,,,
115385,27.6279,0.3518,1.0,0.0349
115386,,,,
115387,,,,
115388,,,,
115389,,,,
115390,,,,
115391,,,,
115392,,,,
115393,,,,
115394,,,,
115395,3.063,0.5688,0.9112,0.2292
115396,,,,
115397,,,,
115398,,,,
115399,,,,
115400,0.3891,0.0141,0.6673,0.6311
115401,,,,
115402,,,,
115403,46.4304,,1.0,0.0211
115404,40.9662,0.7924,-1.36,-0.0343
115405,,,,
115406,,,,
115407,0.6442,0.1295,1.0,0.6082
115408,,,,
115409,,,,
115410,,,,
115411,,,,
115412,32.4761,,1.0,0.0299
115413,,,,
115414,,,,
115415,,,,
115416,7.0429,,0.7151,0.0922
115417,32.7744,0.8384,-7.7979,-0.3122
115418,3.3782,,1.0,0.2284
115419,,,,
115420,-13.31,,1.0,-0.0812
115421,,,,
115422,,,,
115423,,,,
115424,,,,
115425,,,,
115426,3.3843,0.7443,0.9559,0.2202
115427,-2.0315,13.1665,1.3746,-2.0927
115428,0.152,,1.0,0.8681
115429,4.1702,0.1073,0.9974,0.193
115430,,,,
115431,,,,
115432,,,,
115433,,,,
115434,,,,
115435,,,,
115436,,,,
115437,,,,
115438,,,,
115439,1.1955,0.2934,0.8157,0.4056
115440,,,,
115441,,,,
115442,,,,
115443,,,,
115444,,,,
115445,0.35,,1.0,0.7407
115446,,,,
115447,,,,
115448,,,,
115449,,,,
115450,,,,
115451,,,,
115452,7.8123,,1.0,0.1135
115453,0.1133,0.0468,0.9987,0.8981
115454,,,,
115455,5.9468,0.6866,-1.3046,-0.281
115456,,,,
115457,,,,
115458,,,,
115459,2.5685,,1.0,0.2802
115460,7.6708,0.59,1.0,0.1153
115461,2.3724,,1.0,0.2965
115462,5.2557,,-0.34,-0.0692
115463,5.8867,0.597,0.9643,0.1408
115464,,,,
115465,0.614,,1.0,0.6196
115466,,,,
115467,,,,
115468,,,,
115469,,,,
115470,,,,
115471,,,,
115472,,,,
115473,,,,
115474,,,,
115475,,,,
115476,,,,
115477,16.2325,,-0.9946,-0.0653
115478,22.0696,0.9345,0.8354,0.0365
115479,,,,
115480,,,,
115481,,,,
115482,,,,
115483,,,,
115484,,,,
115485,,,,
115486,,,,
115487,35.2516,0.9406,1.0,0.0276
115488,,,,
115489,,,,
